model,n-iterations,loss
ResNet-18 RGB,539,2.6236300468444824
ResNet-18 RGB,540,2.143279790878296
ResNet-18 RGB,541,2.099982500076294
ResNet-18 RGB,542,2.2153513431549072
ResNet-18 RGB,543,2.0699596405029297
ResNet-18 RGB,544,1.994807481765747
ResNet-18 RGB,545,2.1288962364196777
ResNet-18 RGB,546,2.1906850337982178
ResNet-18 RGB,547,1.9798641204833984
ResNet-18 RGB,548,1.9951366186141968
ResNet-18 RGB,549,2.026886463165283
ResNet-18 RGB,550,1.8671760559082031
ResNet-18 RGB,551,2.3522660732269287
ResNet-18 RGB,552,1.9607810974121094
ResNet-18 RGB,553,1.9505751132965088
ResNet-18 RGB,554,2.2909157276153564
ResNet-18 RGB,555,2.252211093902588
ResNet-18 RGB,556,2.0251553058624268
ResNet-18 RGB,557,1.9484901428222656
ResNet-18 RGB,558,2.0131397247314453
ResNet-18 RGB,559,1.9413692951202393
ResNet-18 RGB,560,2.279130458831787
ResNet-18 RGB,561,2.501581907272339
ResNet-18 RGB,562,2.1903529167175293
ResNet-18 RGB,563,2.3186354637145996
ResNet-18 RGB,564,2.2931296825408936
ResNet-18 RGB,565,2.137246608734131
ResNet-18 RGB,566,2.252932071685791
ResNet-18 RGB,567,2.2649245262145996
ResNet-18 RGB,568,2.581092357635498
ResNet-18 RGB,569,1.9832817316055298
ResNet-18 RGB,570,2.262892961502075
ResNet-18 RGB,571,2.118199586868286
ResNet-18 RGB,572,2.0962462425231934
ResNet-18 RGB,573,2.2765376567840576
ResNet-18 RGB,574,2.056857109069824
ResNet-18 RGB,575,1.971628189086914
ResNet-18 RGB,576,2.3187882900238037
ResNet-18 RGB,577,2.5218658447265625
ResNet-18 RGB,578,2.371762275695801
ResNet-18 RGB,579,2.124560832977295
ResNet-18 RGB,580,1.9442939758300781
ResNet-18 RGB,581,2.1130592823028564
ResNet-18 RGB,582,1.892393708229065
ResNet-18 RGB,583,2.2433700561523438
ResNet-18 RGB,584,2.1372106075286865
ResNet-18 RGB,585,1.9101998805999756
ResNet-18 RGB,586,2.2055249214172363
ResNet-18 RGB,587,2.0578253269195557
ResNet-18 RGB,588,2.181495189666748
ResNet-18 RGB,589,2.1962239742279053
ResNet-18 RGB,590,2.2263131141662598
ResNet-18 RGB,591,2.1235456466674805
ResNet-18 RGB,592,2.3297359943389893
ResNet-18 RGB,593,1.9562419652938843
ResNet-18 RGB,594,2.2331132888793945
ResNet-18 RGB,595,2.0290637016296387
ResNet-18 RGB,596,2.2735049724578857
ResNet-18 RGB,597,2.1042487621307373
ResNet-18 RGB,598,2.0680720806121826
ResNet-18 RGB,599,2.1236836910247803
ResNet-18 RGB,600,2.2426133155822754
ResNet-18 RGB,601,2.3128514289855957
ResNet-18 RGB,602,2.2306485176086426
ResNet-18 RGB,603,1.9817270040512085
ResNet-18 RGB,604,2.0108184814453125
ResNet-18 RGB,605,2.11311936378479
ResNet-18 RGB,606,2.3041622638702393
ResNet-18 RGB,607,2.375894069671631
ResNet-18 RGB,608,2.08738374710083
ResNet-18 RGB,609,1.900800108909607
ResNet-18 RGB,610,2.3045263290405273
ResNet-18 RGB,611,2.1607213020324707
ResNet-18 RGB,612,2.4758715629577637
ResNet-18 RGB,613,2.213792562484741
ResNet-18 RGB,614,2.430492877960205
ResNet-18 RGB,615,1.9672062397003174
ResNet-18 RGB,616,2.0368294715881348
ResNet-18 RGB,617,1.904675841331482
ResNet-18 RGB,618,2.1036324501037598
ResNet-18 RGB,619,2.143115997314453
ResNet-18 RGB,620,2.3362491130828857
ResNet-18 RGB,621,1.9296464920043945
ResNet-18 RGB,622,2.1454949378967285
ResNet-18 RGB,623,1.931633710861206
ResNet-18 RGB,624,2.185913562774658
ResNet-18 RGB,625,2.054445743560791
ResNet-18 RGB,626,1.988317847251892
ResNet-18 RGB,627,1.9959760904312134
ResNet-18 RGB,628,2.282275676727295
ResNet-18 RGB,629,2.248593330383301
ResNet-18 RGB,630,1.8837025165557861
ResNet-18 RGB,631,1.8381388187408447
ResNet-18 RGB,632,2.2644119262695312
ResNet-18 RGB,633,2.2329165935516357
ResNet-18 RGB,634,2.4675326347351074
ResNet-18 RGB,635,2.2286603450775146
ResNet-18 RGB,636,2.1068317890167236
ResNet-18 RGB,637,1.9083755016326904
ResNet-18 RGB,638,2.4055237770080566
ResNet-18 RGB,639,1.6233924627304077
ResNet-18 RGB,640,2.6289169788360596
ResNet-18 RGB,641,1.960156798362732
ResNet-18 RGB,642,2.3391661643981934
ResNet-18 RGB,643,1.897216796875
ResNet-18 RGB,644,2.1121411323547363
ResNet-18 RGB,645,2.193244457244873
ResNet-18 RGB,646,2.189155101776123
